Order No.,Date,Media,Vendor,Platform,Comission,Order type,Client type,Gender,Category,Product,Price
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Womenes,Underware,Calzones Deportivos sin costuras,20
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Men,Tshirts,Camiseta living,60
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Men,Pants,Pants Enlighten,40
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera Cierre 1/4 Zip,45
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Womenes,Sportswear,Bra Vital sin costuras,40
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Men,Underware,Camiseta Termica Element,30
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre,36
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Womenes,Tops,Bodysuit Activo,34
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera con Capucha Onyx,50
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Men,Pants,Pants de Entrenamiento Reactivo,40
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Womenes,Shorts,Shorts de alta cintura,30
2,2017-10-26 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Womenes,Shorts,Shorts Ocean camo,32
3,2017-09-27 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Men,Pants,Pants Enlighten,40
3,2017-09-27 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Womenes,Shorts,Shorts para Correr,30
3,2017-09-27 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,Recurrent,Womenes,Leggings,Sin costuras alta cintura,54
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Tops,Camiseta T-Bar,30
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Sportswear,Bra Fit Deportivo,38
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Sweaters and jackets,Chamarra impermeable para correr,100
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Pants,Pants Fit,60
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Underware,Tanga sin costuras,15
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Tops,Bodysuit Activo,34
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Tshirts,Camiseta Respiro,45
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Socks,Calcetines Cortos,10
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Pants,Pants Rojos,48
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Tops,Crop Top Flex,40
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Leggings,Leggings Ombre,36
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Tops,Camiseta Pulse espalda baja,28
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Sweaters and jackets,Sudadera Slouch Crop top,42
4,2017-02-13 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Pants,Pants Solace,46
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Men,Tshirts,Camiseta Heather,50
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Womenes,Sweaters and jackets,Sudadera Cross back,46
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Men,Pants,Pants Ark,48
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Womenes,Tops,Camiseta T-Bar,30
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Womenes,Leggings,Leggings Flex,40
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Men,Sweaters and jackets,Chamarra de Maraton,60
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Men,Pants,Pants Rojos,48
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Womenes,Sweaters and jackets,Sudadera Slouch Crop top,42
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera Degree,60
5,2017-05-25 00:00:00,Own,Youtube advertising,Youtube,0,Purchase,Recurrent,Womenes,Sportswear,Bra Vital sin costuras,40
6,2017-07-21 00:00:00,Influencer,melissaguin,Instagram,0.3,Purchase,New,Womenes,Sportswear,Bra Panel,40
6,2017-07-21 00:00:00,Influencer,melissaguin,Instagram,0.3,Purchase,New,Men,Socks,calcetines Delgados,10
7,2017-11-12 00:00:00,Influencer,aplinewithvyycan,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre,36
7,2017-11-12 00:00:00,Influencer,aplinewithvyycan,Instagram,0.3,Purchase,Recurrent,Womenes,Sportswear,Bra Fit Deportivo,38
8,2017-11-14 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Tshirts,Camiseta City,45
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Sweaters and jackets,Chamarra Windbreaker,48
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Shorts,Shorts de alta cintura,30
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Underware,Leggings a 3/4,30
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Pants,Pants Rojos,48
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Underware,Camisa interior con hoodie,50
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Sin costuras alta cintura,54
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Tshirts,Camiseta Respiro,45
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Sweaters and jackets,Chamarra de pista Gravity,55
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre,36
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Sportswear,Bra Vital sin costuras,40
9,2017-11-07 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Womenes,Shorts,Shorts de alta cintura,30
10,2017-10-31 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Underware,Camisa interior con hoodie,50
10,2017-10-31 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Pants,Pants Solace,46
10,2017-10-31 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Womenes,Pants,Solace Bottoms,46
10,2017-10-31 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Pants,Pants de Entrenamiento Reactivo,40
10,2017-10-31 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,New,Men,Sweaters and jackets,Sweater,60
11,2017-11-27 00:00:00,Influencer,karlagvzcia,Instagram,0.4,Purchase,New,Womenes,Leggings,Leggings Ombre sin Costuras,40
11,2017-11-27 00:00:00,Influencer,karlagvzcia,Instagram,0.4,Purchase,New,Men,Socks,calcetines Delgados,10
11,2017-11-27 00:00:00,Influencer,karlagvzcia,Instagram,0.4,Purchase,New,Men,Tshirts,Camiseta Heather,50
11,2017-11-27 00:00:00,Influencer,karlagvzcia,Instagram,0.4,Purchase,New,Womenes,Sweaters and jackets,Sudadera Cross back,46
11,2017-11-27 00:00:00,Influencer,karlagvzcia,Instagram,0.4,Purchase,New,Men,Underware,Leggings a 3/4,30
11,2017-11-27 00:00:00,Influencer,karlagvzcia,Instagram,0.4,Purchase,New,Womenes,Leggings,Sin costuras alta cintura,54
11,2017-11-27 00:00:00,Influencer,karlagvzcia,Instagram,0.4,Purchase,New,Womenes,Sweaters and jackets,Sudadera Slouch Crop top,42
12,2017-02-27 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Sportswear,Bra Vital sin costuras,40
12,2017-02-27 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Tops,Crop Top Flex,40
12,2017-02-27 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Pants,Pants de Entrenamiento Reactivo,40
12,2017-02-27 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Socks,Calcetines Gruesos,10
12,2017-02-27 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera Degree,60
12,2017-02-27 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Sweaters and jackets,Sweater Toalla,35
12,2017-02-27 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Tops,Camiseta esencial,24
12,2017-02-27 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Underware,Leggings completos Onyx,40
13,2017-07-28 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,New,Womenes,Tops,Camiseta Pulse espalda baja,28
13,2017-07-28 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,New,Womenes,Sweaters and jackets,Sudadera Cross back,46
13,2017-07-28 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,New,Womenes,Tops,Crop Top Flex,40
13,2017-07-28 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,New,Womenes,Tops,Camiseta Carbon mesh,34
13,2017-07-28 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,New,Womenes,Leggings,Sin costuras alta cintura a 3/4,54
14,2017-10-10 00:00:00,Influencer,marisaamanzanolife,Instagram,0.3,Purchase,New,Womenes,Sportswear,Bra Ombre,36
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Sportswear,Bra Flex,38
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Men,Pants,Pants de Entrenamiento Reactivo,40
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Tops,Crop Top Flex,40
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Leggings,Leggings Fit,36
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Sportswear,Bra Panel,40
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Sweaters and jackets,Sudadera Cross back,46
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Men,Socks,Calcetines Gruesos,10
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Sweaters and jackets,Sudadera Slouch Crop top,42
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Men,Underware,Camiseta Termica Element,30
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Men,Underware,Leggings largo completo,35
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Men,Pants,Pants de Entrenamiento Reactivo,40
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Men,Tshirts,Camiseta Respiro,45
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Tops,Crop Top Flex,40
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Sportswear,Bra sin costuras,38
15,2017-09-14 00:00:00,Own,Facebook advertising,Facebook,0,Purchase,New,Womenes,Sweaters and jackets,Chamarra impermeable para correr,100
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Men,Sweaters and jackets,Sudadera Degree,60
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Sweaters and jackets,Sudadera Slouch Crop top,42
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Sweaters and jackets,Sudadera Crest,50
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Sweaters and jackets,Chamarra Bomber,46
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Men,Pants,Pants Rojos,48
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Sweaters and jackets,Chamarra Windbreaker,48
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Pants,Pants Solace,46
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Leggings,Leggings Ombre sin Costuras,40
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Men,Pants,Pants Onyx,48
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Leggings,Leggings Fit,36
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Sweaters and jackets,Chamarra impermeable para correr,100
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Shorts,Shorts para Correr,30
16,2017-07-03 00:00:00,Own,Instagram advertising,Instagram,0,Return,New,Womenes,Leggings,Leggings Ombre,36
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera sin Costuras,50
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Womenes,Sportswear,Bra sin costuras,38
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Men,Pants,Pants Fallout,40
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Men,Pants,Pants Enlighten,40
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Men,Underware,Camisa interior con hoodie,50
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Men,Pants,Pants de Entrenamiento Reactivo,40
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Men,Pants,Pants Fallout,40
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre,36
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Womenes,Tops,Top Fit sin costuras,28
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Womenes,Tops,Camiseta esencial,24
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Womenes,Underware,Tanga sin costuras,15
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Womenes,Tops,Camiseta T-Bar,30
17,2017-07-21 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Womenes,Tops,Bodysuit Activo,34
18,2017-10-12 00:00:00,Own,Instagram advertising,Instagram,0,Purchase,Recurrent,Men,Socks,Calcetines Cortos,10
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Sweaters and jackets,Chamarra Bomber,46
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Sweaters and jackets,Sweater Toalla,35
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera Degree,60
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Underware,Camiseta Termica Element,30
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Sweaters and jackets,Sudadera Cross back,46
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Tshirts,Camiseta Heather,50
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Leggings,Leggings Dreamy,50
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Tops,Camiseta T-Bar,30
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Underware,Leggings Flex,50
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Sweaters and jackets,Sudadera Slouch Crop top,42
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre,36
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Tshirts,Camiseta Respiro,45
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Shorts,Shorts de bicicleta,26
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Socks,Calcetines Cortos,10
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Pants,Pants Fallout,40
19,2017-02-03 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Leggings,Leggings Dreamy a 3/4,50
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Men,Underware,Leggings completos Onyx,40
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Womenes,Tops,Camiseta T-Bar,30
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre,36
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Womenes,Tops,Camiseta esencial,24
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Womenes,Leggings,Leggings Ombre sin Costuras,40
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Men,Pants,Pants Rojos,48
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Men,Tshirts,Camiseta Heather,50
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Womenes,Shorts,Shorts Ocean camo,32
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Womenes,Tops,Crop Top Flex,40
20,2017-11-01 00:00:00,Influencer,andreaheraz,Instagram,0.1,Purchase,Recurrent,Womenes,Sweaters and jackets,Sudadera Cross back,46
21,2017-08-22 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,Recurrent,Womenes,Tops,Camiseta Pulse espalda baja,28
21,2017-08-22 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,Recurrent,Womenes,Sportswear,Bra Ocean Camo,38
21,2017-08-22 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Leggings Flex,40
21,2017-08-22 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,Recurrent,Men,Sweaters and jackets,Chamarra de Maraton,60
21,2017-08-22 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,Recurrent,Womenes,Sweaters and jackets,Chamarra impermeable para correr,100
21,2017-08-22 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,Recurrent,Womenes,Tops,Crop Top Flex,40
21,2017-08-22 00:00:00,Influencer,epiclava,Instagram,0.3,Purchase,Recurrent,Womenes,Leggings,Leggings Slounge,40
22,2017-07-13 00:00:00,Influencer,marugshbolena,Instagram,0.1,Return,New,Men,Sweaters and jackets,Chamarra de Maraton,60
22,2017-07-13 00:00:00,Influencer,marugshbolena,Instagram,0.1,Return,New,Womenes,Tops,Camiseta esencial,24
22,2017-07-13 00:00:00,Influencer,marugshbolena,Instagram,0.1,Return,New,Womenes,Sportswear,Bra Fit Deportivo,38
22,2017-07-13 00:00:00,Influencer,marugshbolena,Instagram,0.1,Return,New,Womenes,Underware,Calcetines Delgados,15
22,2017-07-13 00:00:00,Influencer,marugshbolena,Instagram,0.1,Return,New,Womenes,Leggings,Leggings Ombre,36
22,2017-07-13 00:00:00,Influencer,marugshbolena,Instagram,0.1,Return,New,Men,Underware,Leggings Flex,50
23,2017-04-03 00:00:00,Influencer,celestezohmoran,Instagram,0.4,Purchase,Recurrent,Womenes,Sportswear,Bra Panel,40
23,2017-04-03 00:00:00,Influencer,celestezohmoran,Instagram,0.4,Purchase,Recurrent,Womenes,Tops,Camiseta esencial,24
23,2017-04-03 00:00:00,Influencer,celestezohmoran,Instagram,0.4,Purchase,Recurrent,Womenes,Tops,Crop Top Flex,40
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Leggings,Sin costuras alta cintura a 3/4,54
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Sportswear,Bra Ocean Camo,38
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Leggings,Sin costuras alta cintura a 3/4,54
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Leggings,Leggings Flex,40
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Sweaters and jackets,Sudadera Slouch,42
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Sweaters and jackets,Sudadera Cross back,46
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Tops,Camiseta Carbon mesh,34
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Shorts,Shorts de bicicleta,26
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Men,Sweaters and jackets,Sudadera Cierre 1/4 Zip,45
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Tops,Crop Top Slounge,40
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Leggings,Sin costuras alta cintura a 3/4,54
24,2017-05-10 00:00:00,Influencer,Nataliansfa,Instagram,0.2,Purchase,New,Womenes,Sportswear,Bra Flex,38
25,2017-04-28 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Tshirts,Camiseta Respiro,45
25,2017-04-28 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Sportswear,Bra Fit Deportivo,38
25,2017-04-28 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Sportswear,Bra Fit Deportivo,38
25,2017-04-28 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Tops,Bodysuit Activo,34
25,2017-04-28 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Shorts,Shorts para Correr,30
25,2017-04-28 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Womenes,Underware,Calcetines Gruesos,18
25,2017-04-28 00:00:00,Own,In store,Website,0,Purchase,Recurrent,Men,Tshirts,Camiseta Heather,50
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Men,Sweaters and jackets,Chamarra de Maraton,60
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Womenes,Leggings,Sin costuras alta cintura,54
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Men,Sweaters and jackets,Sudadera con capucha Imperial,60
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Womenes,Leggings,Leggings Slounge,40
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Womenes,Pants,Pants Para correr,46
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Womenes,Sweaters and jackets,Sweater Toalla,35
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Womenes,Sportswear,Bra Vital sin costuras,40
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Men,Underware,Leggings completos Onyx,40
26,2017-02-10 00:00:00,Influencer,marugshbolena,Instagram,0.1,Purchase,Recurrent,Womenes,Underware,Tanga sin costuras,15
27,2017-11-07 00:00:00,Influencer,aplinewithvyycan,Instagram,0.3,Purchase,New,Womenes,Sportswear,Bra Flex,38
27,2017-11-07 00:00:00,Influencer,aplinewithvyycan,Instagram,0.3,Purchase,New,Men,Tshirts,Camiseta City,45
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Underware,Leggings completos Onyx,40
28,2017-03-11 00:00:00,Influencer,anamontero22,Instagram,0.3,Purchase,Recurrent,Men,Tshirts,Camiseta Heather,50
